ObjectID,Title,ConstituentID,Date,Medium,Dimensions,Classification,Department,DateAcquired,URL,ImageURL,OnView
80928,"The Palace at 4 a.m.",2141,1932,"Wood, glass, wire, and string","25 x 28 1/4 x 15 3/4" (63.5 x 71.8 x 40 cm)",Sculpture,"Painting & Sculpture",1936-12-17,https://www.moma.org/collection/works/80928,https://www.moma.org/media/W1siZiIsIjIyODA2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=84105705d3f48ff3,"MoMA, Floor 5, 517"
80929,"Burnt Piece",6402,1977-78,"Cement, burnt wood, and wire mesh","33 7/8 x 34 x 34" (86.1 x 86.4 x 86.4 cm)",Sculpture,"Painting & Sculpture",1991-04-08,https://www.moma.org/collection/works/80929,https://www.moma.org/media/W1siZiIsIjIxMDIzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=55ce1fd80375447d,"MoMA, Floor 3, 3 East"
80934,Guitar,4609,"Paris, January–February 1914","Ferrous sheet metal and wire","30 1/2 x 13 3/4 x 7 5/8" (77.5 x 35 x 19.3 cm)",Sculpture,"Painting & Sculpture",1971-03-09,https://www.moma.org/collection/works/80934,https://www.moma.org/media/W1siZiIsIjE5NDkxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=982b7920fbd8fd56,"MoMA, Floor 5, 503"
80953,Head,5480,1938,"Cast iron and steel","19 3/4 x 9 5/8 x 7 1/2" (50.2 x 24.5 x 19.1 cm)",Sculpture,"Painting & Sculpture",1943-05-21,https://www.moma.org/collection/works/80953,https://www.moma.org/media/W1siZiIsIjUzNjc3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dffd9fb6b57ded4f,"MoMA, Floor 5, 500"
80966,untitled,1911,1969,"Fluorescent light and metal fixtures","25 x 25 x 5 3/4" (63.5 x 63.5 x 14.6 cm)",Sculpture,"Painting & Sculpture",1975-04-01,https://www.moma.org/collection/works/80966,https://www.moma.org/media/W1siZiIsIjIwMjM3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a325317d3e3dbf1b,"MoMA, Floor 4, 413"
80997,Object,4416,"Paris, 1936","Fur-covered cup, saucer, and spoon","Cup 4 3/8" (10.9 cm) in diameter; saucer 9 3/8" (23.7 cm) in diameter; spoon 8" (20.2 cm) long, overall height 2 7/8" (7.3 cm)",Sculpture,"Painting & Sculpture",1946-05-07,https://www.moma.org/collection/works/80997,https://www.moma.org/media/W1siZiIsIjM0NzQ2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2dde6f68e1640d55,"MoMA, Floor 5, 517"
81006,"Sky Cathedral",4278,1958,"Painted wood","11' 3 1/2" x 10' 1/4" x 18" (343.9 x 305.4 x 45.7 cm)",Sculpture,"Painting & Sculpture",1958-10-29,https://www.moma.org/collection/works/81006,https://www.moma.org/media/W1siZiIsIjIwMjExNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=49002ea4954766d1,"MoMA, Floor 4, 402"
81018,Maiastra,738,1910-12,"White marble 22" (55.9 cm) high, on three-part limestone pedestal 70" (177.8 cm) high, of which the middle section is Double Caryatid, c. 1908",NULL,Sculpture,"Painting & Sculpture",1953-04-07,https://www.moma.org/collection/works/81018,https://www.moma.org/media/W1siZiIsIjIyMTYzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=971ac94130261406,"MoMA, Floor 5, 508"
81021,Caryatid,4038,"c. 1914",Limestone,"36 1/4" (92.1 cm) high, at base 16 3/8 x 16 7/8"  (41.6 x 42.9 cm)",Sculpture,"Painting & Sculpture",1951-05-24,https://www.moma.org/collection/works/81021,https://www.moma.org/media/W1siZiIsIjIwODMwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4555e89ecb95f9c9,"MoMA, Floor 5, 513"
81031,Monument,4609,"New York, 1972","Cor-Ten steel","12' 11 5/8" x 58 3/4" x 10' 5 3/4" (395.3 x 149.2 x 319.3 cm) including base",Sculpture,"Painting & Sculpture",1973-03-13,https://www.moma.org/collection/works/81031,https://www.moma.org/media/W1siZiIsIjE2NTQ1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7b0b30fbb5cae527,"MoMA, Floor 1, Sculpture Garden"
81033,"Bird in Space",738,1928,Bronze,"54 x 8 1/2 x 6 1/2" (137.2 x 21.6 x 16.5 cm)",Sculpture,"Painting & Sculpture",1934-05-10,https://www.moma.org/collection/works/81033,https://www.moma.org/media/W1siZiIsIjE0OTgzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9bad0a7255a2fbf1,"MoMA, Floor 5, 508"
81037,Tiari,3832,"Nice, summer 1930",Bronze,"8 x 5 5/8 x 7 3/8" (20.3 x 14.4 x 18.9 cm)",Sculpture,"Painting & Sculpture",1955-06-16,https://www.moma.org/collection/works/81037,https://www.moma.org/media/W1siZiIsIjIwODMyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=79013207857c5ed4,"MoMA, Floor 5, 500"
81043,"Spatial Construction no. 12",4975,"c. 1920","Plywood, open construction partially painted with aluminum paint, and wire","24 x 33 x 18 1/2" (61 x 83.7 x 47 cm)",Sculpture,"Painting & Sculpture",1986-04-07,https://www.moma.org/collection/works/81043,https://www.moma.org/media/W1siZiIsIjIxMDQ5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5829a904222d8c0d,"MoMA, Floor 5, 507"
81059,"Nile Born",3924,1984,"Sand and binder on wood","2 3/4 x 19 1/4 x 61 1/2" (7 x 48.9 x 156.2 cm)",Sculpture,"Painting & Sculpture",1992-03-09,https://www.moma.org/collection/works/81059,https://www.moma.org/media/W1siZiIsIjIxMDUzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6416dcb5026f6e97,"MoMA, Floor 4, 420"
81083,"Reclining Nude with Guitar",3563,1928,Marble,"16 3/8 x 27 5/8 x 13 1/2" (41.6 x 70.3 x 34.3 cm) including base",Sculpture,"Painting & Sculpture",1994-03-07,https://www.moma.org/collection/works/81083,https://www.moma.org/media/W1siZiIsIjIwODQxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=35c57ce46f055cc7,"MoMA, Floor 5, 513"
81093,Socrates,738,1922,"Oak 43 3/4 x 11 3/8 x 14 1/2" (111 x 28.8 x 36.8 cm), on oak footing 7 1/2 x 9 3/4 x 10 5/8" (18.8 x 24.6 x 27 cm), overall 51 1/4" (130 cm) high. Limestone cylinder, 11 7/8" (30.2 cm) high","43 3/4 × 11 3/8 × 14 1/2" (111.1 × 28.9 × 36.8 cm)
Other: 7 × 9 3/4 × 10 5/8" (17.8 × 24.8 × 27 cm)
Other: 50 3/4" (128.9 cm)
Other (including base weight): 370.2 lb. (167.9 kg)",Sculpture,"Painting & Sculpture",1956-04-04,https://www.moma.org/collection/works/81093,https://www.moma.org/media/W1siZiIsIjIyODY0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=448dc5fb00ccef8a,"MoMA, Floor 5, 508"
81111,"The Rape of Europa, II",3563,1938,Bronze,"15 1/4 x 23 1/8 x 12 3/4" (38.7 x 58.7 x 31.9 cm)",Sculpture,"Painting & Sculpture",1942-05-07,https://www.moma.org/collection/works/81111,https://www.moma.org/media/W1siZiIsIjUxNzQ1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7d0e82985f0e13c9,"MoMA, Floor 5, 522"
81118,Kwannon,3400,1952,"Welded bronze","6' 1/2" x 43" x 29" (184.2 x 109.2 x 73.7 cm)",Sculpture,"Painting & Sculpture",1952-11-07,https://www.moma.org/collection/works/81118,https://www.moma.org/media/W1siZiIsIjIwODQ1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=acd498e84269573a,"MoMA, Floor 4, 404"
81174,"Fragment from Homage to New York",5882,1960,"Painted metal, fabric, tape, wood, and rubber tires","6' 8 1/4" x 29 5/8" x 7' 3 7/8" (203.7 x 75.1 x 223.2 cm)",Sculpture,"Painting & Sculpture",1968-03-12,https://www.moma.org/collection/works/81174,https://www.moma.org/media/W1siZiIsIjIxMDc3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a45374c5046f8955,"MoMA, Floor 4, 405"
81178,"Development of a Bottle in Space",624,"1912 (cast 1931)","Silvered bronze","15 x 23 3/4 x 12 7/8" (38.1 x 60.3 x 32.7 cm)",Sculpture,"Painting & Sculpture",1948-10-06,https://www.moma.org/collection/works/81178,https://www.moma.org/media/W1siZiIsIjIxMDc4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c12d893fcba990cb,"MoMA, Floor 5, 503"
81190,"The Back (II)",3832,"Issy-les-Moulineaux, 1911 (?) - early March or April 1913",Bronze,"6' 2 1/4" x 47 5/8" x 6" (188.5 x 121 x 15.2 cm)",Sculpture,"Painting & Sculpture",1956-05-08,https://www.moma.org/collection/works/81190,https://www.moma.org/media/W1siZiIsIjE4NDE4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bac444fde9ca184b,"MoMA, Floor 1, Sculpture Garden"
81202,"Sculpture 23",450,1923,Brass,"18 7/8 x 7 3/4 x 8 1/2" (48 x 19.7 x 21.5 cm)",Sculpture,"Painting & Sculpture",1956-06-06,https://www.moma.org/collection/works/81202,https://www.moma.org/media/W1siZiIsIjIyODk5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9247d1dd062eb7ce,"MoMA, Floor 5, 514"
81209,"Indestructible Object (or Object to Be Destroyed)",3716,"1964 (replica of 1923 original)","Metronome with cutout photograph of eye on pendulum","8 7/8 x 4 3/8 x 4 5/8" (22.5 x 11 x 11.6 cm)",Sculpture,"Painting & Sculpture",1966-04-12,https://www.moma.org/collection/works/81209,https://www.moma.org/media/W1siZiIsIjIxMDg3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=499f8969e6c517df,"MoMA, Floor 5, 505"
81213,"Torso, Self-Portrait",710,1963-64,Plaster,"24 3/4 x 16 x 7 1/8" (62.3 x 40.5 x 18.8 cm)",Sculpture,"Painting & Sculpture",1983-02-14,https://www.moma.org/collection/works/81213,https://www.moma.org/media/W1siZiIsIjUyMTQyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ee41bcac5ed64b01,"MoMA, Floor 3, 3 East"
81223,"Helmet Head Number 1",4071,1950,Bronze,"13 x 10 1/8 x 9 3/4" (33 x 25.8 x 24.8 cm), on marble base 2 1/4 x 14 1/8 x 12" (5.7 x 35.7 x  30.3 cm)",Sculpture,"Painting & Sculpture",1988-10-11,https://www.moma.org/collection/works/81223,https://www.moma.org/media/W1siZiIsIjIwODYyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=66ef8ea8cf21feea,"MoMA, Floor 5, 500"
81225,Horse,926,1942,Bronze,"49 1/8 x 34 3/8" (124.8 x 87.3 cm), base 37 1/4" (94.4 cm) in diameter",Sculpture,"Painting & Sculpture",1944-11-08,https://www.moma.org/collection/works/81225,https://www.moma.org/media/W1siZiIsIjQ4NDg1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5af729ccc451ed60,"MoMA, Floor 1, Sculpture Garden"
81232,"Relief Construction",4016,"Montroig, August-November 1930","Oil on wood, nails, staples, and metal on wood panel
","35 7/8 x 27 5/8 x 6 3/8" (91.1 x 70.2 x 16.2 cm)",Sculpture,"Painting & Sculpture",1937-12-03,https://www.moma.org/collection/works/81232,https://www.moma.org/media/W1siZiIsIjE2NTgwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5d60204d1f02d88f,"MoMA, Floor 5, 517"
81233,"Man in the Open Air",4197,"c. 1915",Bronze,"54 1/2" (138.4 cm) high, 11 3/4 x 21 1/2" (29.9 x 54.6 cm) at base",Sculpture,"Painting & Sculpture",1948-10-06,https://www.moma.org/collection/works/81233,https://www.moma.org/media/W1siZiIsIjIxMDkxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bd16db900f957f90,"MoMA, Floor 5, 500"
81242,"Head of a Woman",3409,1915,"Painted wood construction","20 x 18 1/4" (50.8 x 46.3 cm)",Sculpture,"Painting & Sculpture",1937-12-03,https://www.moma.org/collection/works/81242,https://www.moma.org/media/W1siZiIsIjIxMDkyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3edb49d80c8acd49,"MoMA, Floor 5, 503"
81253,"Medal for Dishonor: Death by Gas",5480,1939-40,Bronze,"10 3/8 × 11 3/8 × 1 1/4" (26.4 × 28.9 × 3.2 cm)",Sculpture,"Painting & Sculpture",1957-12-04,https://www.moma.org/collection/works/81253,https://www.moma.org/media/W1siZiIsIjI0NjM2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=047bbef5c626e409,"MoMA, Floor 5, 522"
81268,"Goat Skull and Bottle",4609,"Vallauris, 1951 (cast 1954)","Painted bronze","31 x 37 5/8 x 21 1/2" (78.8 x 95.3 x 54.5 cm)",Sculpture,"Painting & Sculpture",1956-10-09,https://www.moma.org/collection/works/81268,https://www.moma.org/media/W1siZiIsIjMwODMyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a2bc1c6794a0763b,"MoMA, Floor 5, 500"
81285,Essex,1060,1960,"Automobile parts and other metal","9' x 6' 8" x 43" (274.3 x 203.2 x 109.2 cm)",Sculpture,"Painting & Sculpture",1961-10-10,https://www.moma.org/collection/works/81285,NULL,"MoMA, Floor 4, 408"
81295,Moon,2812,1960,"Acrylic gesso on wood beam with wood-and-iron wheels and concrete","6' 6" x 17 1/8" x 10 1/4" (198.1 x 43.5 x 26 cm)",Sculpture,"Painting & Sculpture",1961-10-10,https://www.moma.org/collection/works/81295,https://www.moma.org/media/W1siZiIsIjIyMTY2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6d79df4a2e064c72,"MoMA, Floor 5, 516"
81307,"Glass of Absinthe",4609,"Paris, spring 1914","Painted bronze with absinthe spoon","8 1/2 x 6 1/2 x 3 3/8" (21.6 x 16.4 x 8.5 cm), diameter at base 2 1/2" (6.4 cm)",Sculpture,"Painting & Sculpture",1956-10-25,https://www.moma.org/collection/works/81307,https://www.moma.org/media/W1siZiIsIjMxMTkwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ccf982bc27f3d711,"MoMA, Floor 5, 517"
81329,"Retrospective Bust of a Woman",1364,"1933 (some elements reconstructed 1970)","Painted porcelain, bread, corn, feathers, paint on paper, beads, ink stand, sand, and two pens","29 x 27 1/4 x 12 5/8" (73.9 x 69.2 x 32 cm)",Sculpture,"Painting & Sculpture",1992-06-08,https://www.moma.org/collection/works/81329,https://www.moma.org/media/W1siZiIsIjIxMTAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=61e96dbbfd189553,"MoMA, Floor 5, 517"
81368,Crucifixion,1930,1948,"Glazed ceramic","19 1/8 x 12 3/8 x 9 1/8" (48.6 x 31.4 x 23.2 cm)",Sculpture,"Painting & Sculpture",1949-09-29,https://www.moma.org/collection/works/81368,https://www.moma.org/media/W1siZiIsIjIwODc3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=172bd83d341c1ab2,"MoMA, Floor 5, 522"
81370,Pregnant,38,1981-82,"Birch branches, wire and fabric, twenty-three parts","Two bundles, 21 1/2 x 69 1/2 x 22" (54.6 x 176.5 x  55.8 cm) and 21" x 7'8" x 22 1/2" (53.3 x 233.8 x  57.1 cm); twenty-one bundles ranging from 16 1/2 (41.9 cm) to 71" (180.3 cm) in length",Installation,"Painting & Sculpture",1985-10-25,https://www.moma.org/collection/works/81370,https://www.moma.org/media/W1siZiIsIjQyNjc5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=59979176759ea8c8,"MoMA, Floor 4, 420"
81372,Daphne,5451,1930,Bronze,"56 1/2 × 11 7/8 × 9 7/8" (143.5 × 30.2 × 25.1 cm)",Sculpture,"Painting & Sculpture",1939-04-13,https://www.moma.org/collection/works/81372,https://www.moma.org/media/W1siZiIsIjQzMTIzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5aa1e0e184264fb2,"MoMA, Floor 5, 514"
81412,"Jeannette (II)",3832,"Issy-les-Moulineaux, January - March (?) 1910",Bronze,"10 3/8 x 8 1/4 x 9 5/8" (26.2 x 21 x 24.5 cm)",Sculpture,"Painting & Sculpture",1955-12-10,https://www.moma.org/collection/works/81412,https://www.moma.org/media/W1siZiIsIjE2OTg3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b81bffabccb2a3ce,"MoMA, Floor 5, 506"
81419,"Red Tights with Fragment 9",4397,"April 1961","Muslin soaked in plaster over wire frame, painted with enamel","69 5/8 x 34 1/4 x 8 3/4" (176.7 x 87 x 22.2 cm)",Sculpture,"Painting & Sculpture",1961-12-13,https://www.moma.org/collection/works/81419,https://www.moma.org/media/W1siZiIsIjIxMTIzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=df28ebd8669de869,"MoMA, Floor 4, 408"
81424,"Granite Bench",2714,1986,Granite,"17 3/4 x 48 x 21" (45.1 x 121.8 x 53.3 cm)",Sculpture,"Painting & Sculpture",1986-12-08,https://www.moma.org/collection/works/81424,https://www.moma.org/media/W1siZiIsIjE2NTQ3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bdd0fec27befdb8a,"MoMA, Floor 1, Sculpture Garden"
81428,"Cubic-Modular Wall Structure, Black",3528,1966,"Painted wood","43 1/2 x 43 1/2 x 9 3/8" (110.3 x 110.2 x 23.7 cm)",Sculpture,"Painting & Sculpture",1986-12-08,https://www.moma.org/collection/works/81428,https://www.moma.org/media/W1siZiIsIjUyNjc1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0b81b526eef04a40,"MoMA, Floor 4, 413"
81432,"Rotary Demisphere (Precision Optics)",1634,"Paris, 1925","Painted papier-mâché demisphere fitted on velvet-covered disk, copper collar with plexiglass dome, motor, pulley, and metal stand","58 1/2 x 25 1/4 x 24" (148.6 x 64.2 x 60.9 cm)",Sculpture,"Painting & Sculpture",1970-10-14,https://www.moma.org/collection/works/81432,https://www.moma.org/media/W1siZiIsIjExMTI5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=93c42feb160a9a6e,"MoMA, Floor 5, 505"
81442,Untitled,670,1961,"Welded steel, canvas, fabric, rawhide, copper wire, and soot","6' 8 1/4" x 7' 5" x 34 3/4" (203.6 x 226 x 88 cm)",Sculpture,"Painting & Sculpture",1963-10-08,https://www.moma.org/collection/works/81442,https://www.moma.org/media/W1siZiIsIjE4NDI1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d5833f7192075166,"MoMA, Floor 4, 408"
81493,"Taglioni's Jewel Casket",1247,1940,"Velvet-lined wooden box containing glass necklace, jewelry fragments, glass chips, and glass cubes resting in slots on glass","4 3/4 x 11 7/8 x 8 1/4" (12 x 30.2 x 21 cm)",Sculpture,"Painting & Sculpture",1953-11-04,https://www.moma.org/collection/works/81493,https://www.moma.org/media/W1siZiIsIjIxMTQ5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fa7c39e1568d0320,"MoMA, Floor 5, 517"
81505,"Young Bird",738,"Paris 1928","Bronze 16 x 8 1/4 x 12" (40.5 x 21 x 30.4 cm), on a two-part pedestal of limestone 9 1/4" (23.5 cm) high, and oak 23 3/4" (60.3 cm) high (carved by the artist)","16 × 8 1/4 × 12" (40.6 × 21 × 30.5 cm)
Other (stone): 9 1/4" (23.5 cm)
Pedestal (overall): 36 × 13 1/2 × 14" (91.4 × 34.3 × 35.6 cm)",Sculpture,"Painting & Sculpture",1985-10-25,https://www.moma.org/collection/works/81505,https://www.moma.org/media/W1siZiIsIjIyOTkwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bcfe48ae6c52a3d3,"MoMA, Floor 5, 508"
81517,Self-Portrait,429,"1936 (cast 1951)",Bronze,"14 1/2 x 11 1/4 x 13" (36.8 x 28.6 x 33 cm)",Sculpture,"Painting & Sculpture",1951-11-21,https://www.moma.org/collection/works/81517,https://www.moma.org/media/W1siZiIsIjIwOTAyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3eb2db651d7279c1,"MoMA, Floor 5, 514"
81524,"Man with a Guitar",3563,1915,Limestone,"38 1/4 x 10 1/2 x 7 3/4" (97.2 x 26.7 x 19.5 cm)",Sculpture,"Painting & Sculpture",1951-11-21,https://www.moma.org/collection/works/81524,https://www.moma.org/media/W1siZiIsIjUxNzgwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c039c966c1f1dad4,"MoMA, Floor 5, 503"
81525,"Construction of Volume Relations",6091,1921,Mahogany,"16 1/8 x 5 5/8 x 5 3/4" (41 x 14.4 x 14.5 cm)
",Sculpture,"Painting & Sculpture",1953-12-29,https://www.moma.org/collection/works/81525,https://www.moma.org/media/W1siZiIsIjI0MjU5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4b60727a049399a6,"MoMA, Floor 5, 512"
81604,"The Road; The Shadow; Too Long, Too Narrow",3767,1946,"Bronze and wood","56 1/2 x 71 3/4 x 23 3/8" (143.4 x 179.7 x 59.4 cm)",Sculpture,"Painting & Sculpture",1964-10-06,https://www.moma.org/collection/works/81604,https://www.moma.org/media/W1siZiIsIjIwOTEwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=190efe60917121d9,"MoMA, Floor 5, 500"
81620,"Five Feet of Colorful Tools",1547,1962,"Oil on canvas surmounted by a board on which painted tools hang from hooks","55 5/8 x 60 1/4 x 4 3/8" (141.2 x 152.9 x 11 cm)",Painting,"Painting & Sculpture",1967-10-18,https://www.moma.org/collection/works/81620,https://www.moma.org/media/W1siZiIsIjE1OTEzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6df89c2a11a416bc,"MoMA, Floor 4, 412"
81631,"Bicycle Wheel",1634,"New York, 1951 (third version, after lost original of 1913)","Metal wheel mounted on painted wood stool","51 x 25 x 16 1/2" (129.5 x 63.5 x 41.9 cm)",Sculpture,"Painting & Sculpture",1967-10-18,https://www.moma.org/collection/works/81631,https://www.moma.org/media/W1siZiIsIjE2NTQ4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0d70070ba05bfb22,"MoMA, Floor 5, 505"
81632,"Head of a Man on a Rod",2141,1947,Bronze,"23 1/2" (59.7 cm) high, including bronze base 6 3/8 x 5 7/8 x 6" (16.0 x 14.9 x 15.1 cm)",Sculpture,"Painting & Sculpture",1976-12-07,https://www.moma.org/collection/works/81632,https://www.moma.org/media/W1siZiIsIjIzMDM4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7840581ac7894167,"MoMA, Floor 5, 522"
81655,"The Newborn",738,"version I, 1920",Bronze,"5 3/4 x 8 1/4 x 5 3/4" (14.6 x 21 x 14.6 cm)",Sculpture,"Painting & Sculpture",1943-07-06,https://www.moma.org/collection/works/81655,https://www.moma.org/media/W1siZiIsIjE5OTA1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b196ca4ffc3045c2,"MoMA, Floor 5, 508"
81661,"Roulette: Number Five",3093,1964,"Paint, pencil, metal, can, pail, and baseball mounted on wood","42 1/8 x 25 3/8 x 8 1/2" (107 x 64.5 x 21.6 cm)",Sculpture,"Painting & Sculpture",1965-06-08,https://www.moma.org/collection/works/81661,https://www.moma.org/media/W1siZiIsIjUxOTQ2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=57d1a23ef59ff612,"MoMA, Floor 4, 412"
81664,"Untitled (Ears)",3973,1964,"Cast aluminum","21 3/8 x 19 x 1 1/2" (54.3 x 48.2 x 3.7 cm)",Sculpture,"Painting & Sculpture",1965-06-08,https://www.moma.org/collection/works/81664,https://www.moma.org/media/W1siZiIsIjk3NjU2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=c91e65bc860dd5c4,"MoMA, Floor 4, 412"
81670,She-Goat,4609,"Vallauris, 1950 (cast 1952)",Bronze,"46 3/8 x 56 3/8 x 28 1/8" (117.7 x 143.1 x 71.4 cm)
