ObjectID,Title,ConstituentID,Date,Medium,Dimensions,Classification,Department,DateAcquired,URL,ImageURL,OnView
172729,"DOES IT MAKE SENSE? Design Quarterly #133 (Design for special issue of Design Quarterly, no. 133)",2330,1986,Lithograph,"opened: 27 1/8 × 76 1/8" (68.9 × 193.4 cm)",Design,"Architecture & Design",2024-02-05,https://www.moma.org/collection/works/172729,https://www.moma.org/media/W1siZiIsIjU1MDE1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fdfd6537dd963cd1,"MoMA, Floor 4, 417"
173204,Nest,30952,1979,"Chromogenic print, printed 2011","10 5/8 × 15 3/8" (27 × 39.1 cm)",Photograph,Photography,2013-10-24,https://www.moma.org/collection/works/173204,https://www.moma.org/media/W1siZiIsIjI4NDg2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2fc73ea05bbb5fb0,"MoMA, Floor 3, 3 East"
173503,"Moulin Rouge",561,1931,"Gelatin silver print","11 7/16 × 13 9/16" (29 × 34.5 cm)",Photograph,Photography,2013-10-24,https://www.moma.org/collection/works/173503,https://www.moma.org/media/W1siZiIsIjI4NDc4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9641285ab80e5260,"MoMA, Floor 5, 513"
173508,"Moulin Rouge",561,1931,"Gelatin silver print","11 7/16 × 13 9/16" (29 × 34.5 cm)",Photograph,Photography,2013-10-24,https://www.moma.org/collection/works/173508,https://www.moma.org/media/W1siZiIsIjI4NDc4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6e005357bd5dd7dd,"MoMA, Floor 5, 513"
175368,"Transformador de Cuerpos, Buenos Aires, Argentina","44767, 4010",1966,"Ink on paper","29 x 39" (73.7 x 99.1 cm)",Architecture,"Architecture & Design",2014-05-19,https://www.moma.org/collection/works/175368,https://www.moma.org/media/W1siZiIsIjMzOTQ1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7f259b7613bcf609,"MoMA, Floor 4, 417"
177634,10/27/69,2161,1969,"Acrylic on canvas","140 x 185 x 16" (355.6 x 469.9 x 40.6 cm)",Painting,"Painting & Sculpture",2014-02-04,https://www.moma.org/collection/works/177634,https://www.moma.org/media/W1siZiIsIjI5ODczMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=61829dfd561b7552,"MoMA, Floor 4, 415"
179624,"Building as Classifier, project",44767,1970-1976,"Ink, pencil and colored pencil on vellum","36 x 26 1/2" (91.4 x 67.3 cm)",Architecture,"Architecture & Design",2014-05-19,https://www.moma.org/collection/works/179624,https://www.moma.org/media/W1siZiIsIjU0OTgzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e381fd8c7fad9ab3,"MoMA, Floor 4, 417"
179688,"Closed Circuit",45626,1997-2000,"Video (color, silent)","40 min.",Video,"Media and Performance",2014-02-10,https://www.moma.org/collection/works/179688,https://www.moma.org/media/W1siZiIsIjI4OTI3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=325527afb7c2e72f,"MoMA, Floor 2, 206"
180678,gesture/data,45961,2014,"Oil and chroma key video paint, two LCD monitors, and two-channel standard- and high-definition video (color, sound; varying durations)","Left screen: 12:21 min. Right screen: 75:13 min.",Installation,"Media and Performance",2014-05-07,https://www.moma.org/collection/works/180678,https://www.moma.org/media/W1siZiIsIjU4Njg5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e94d717373dd4811,"MoMA, Floor 2, 201"
181796,"Inner Man",26369,1972,"16mm film transferred to standard-definition video (color, sound)","3:40 min.",Video,"Media and Performance",2014-05-07,https://www.moma.org/collection/works/181796,https://www.moma.org/media/W1siZiIsIjMxMDk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0ab18ddae46179e3,"MoMA, Floor 3, 3 East"
181803,"Bag Piece (1964), performed during Perpetual Fluxfest, Cinematheque, New York, June 27, 1965",4410,1965,"Gelatin silver print","image: 7 1/2 x 7 1/2" (19 x 19 cm); sheet: 9 15/16 x 8" (25.2 x 20.3 cm)",Photograph,"Drawings & Prints",2008-10-08,https://www.moma.org/collection/works/181803,https://www.moma.org/media/W1siZiIsIjI5NTk2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bbd859263c71d250,"MoMA, Floor 4, 417"
181804,"Bag Piece (1964), performed during Perpetual Fluxfest, Cinematheque, New York, June 27, 1965",4410,1965,"Gelatin silver print","image: 7 1/2 x 7 1/2" (19 x 19 cm); sheet: 9 15/16 x 8" (25.2 x 20.3 cm)",Photograph,"Drawings & Prints",2008-10-08,https://www.moma.org/collection/works/181804,https://www.moma.org/media/W1siZiIsIjMxMjAxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4c18cbdf9815c0c0,"MoMA, Floor 4, 417"
181810,"Bag Piece (1964), performed during Perpetual Fluxfest, Cinematheque, New York, June 27, 1965",4410,1965,"Gelatin silver print","image: 7 1/2 x 7 1/2" (19 x 19 cm); sheet: 9 15/16 x 8" (25.2 x 20.3 cm)",Photograph,"Drawings & Prints",2008-10-08,https://www.moma.org/collection/works/181810,https://www.moma.org/media/W1siZiIsIjI5NTk3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=158fd6d9678709a8,"MoMA, Floor 4, 417"
184051,"Autumn Lamp",412,1983,"Cut-and-pasted painted paper, fabric, and metallic foil with oil, ink, and pencil on board","40 x 31" (101.6 x 78.7 cm)",Drawing,"Drawings & Prints",2014-10-02,https://www.moma.org/collection/works/184051,https://www.moma.org/media/W1siZiIsIjMxMTgxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bf5c1542adea5deb,"MoMA, Floor 4, 416"
184180,"Accordion & Voice",47676,1982,"12-inch vinyl record","cover: 12 1/4 × 12 3/8" (31.1 × 31.4 cm)",Audio,"Drawings & Prints",2013-10-10,https://www.moma.org/collection/works/184180,https://www.moma.org/media/W1siZiIsIjQyMTE4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=52c51f153e7d5753,"MoMA, Floor 4, 410"
184288,"Hand Grasp I",46315,1976,"Four gelatin silver prints","Each 15 3/4 × 19 7/8" (40 × 50.5 cm)",Photograph,Photography,2014-10-09,https://www.moma.org/collection/works/184288,https://www.moma.org/media/W1siZiIsIjMwNjM3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0f547983ea21b300,"MoMA, Floor 4, 419"
184956,"Casa Mara, Caracas, Venezuela",46384,1972,"Print on cellulose acetate","13 3/4 × 21 1/2" (34.9 × 54.6 cm)",Architecture,"Architecture & Design",2014-10-06,https://www.moma.org/collection/works/184956,https://www.moma.org/media/W1siZiIsIjU1MDE0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d25e3b7141e09e33,"MoMA, Floor 4, 417"
184957,"Casa Mara, Caracas, Venezuela",46384,1972,"Print on cellulose acetate","13 3/4 × 21 1/2" (34.9 × 54.6 cm)",Architecture,"Architecture & Design",2014-10-06,https://www.moma.org/collection/works/184957,https://www.moma.org/media/W1siZiIsIjU1MDE0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1a47983470da6ffc,"MoMA, Floor 4, 417"
184960,"Casa Mara, Caracas, Venezuela",46384,1972,"Print on cellulose acetate","13 3/4 × 21 1/2" (34.9 × 54.6 cm)",Architecture,"Architecture & Design",2014-10-06,https://www.moma.org/collection/works/184960,https://www.moma.org/media/W1siZiIsIjU1MDE1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c472117a2200102c,"MoMA, Floor 4, 417"
185018,"Turntable (model SL-1200)",9555,1972,"Steel, plastic, perspex, rubber and electronic components","6 1/4 x 17 7/8 x 14 1/4" (15.9 x 45.4 x 36.2 cm)",Design,"Architecture & Design",2014-10-06,https://www.moma.org/collection/works/185018,https://www.moma.org/media/W1siZiIsIjU1MTg5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2ef08ef1fe01b232,"MoMA, Floor 1, 1 South"
185042,""Boombox" portable audio system (model M-90)",9325,c.1981,"Plastic, aluminum, steel and electronic components","13 3/4 x 26 1/4 x 6 3/4" (34.9 x 66.7 x 17.1 cm)",Design,"Architecture & Design",2014-10-06,https://www.moma.org/collection/works/185042,https://www.moma.org/media/W1siZiIsIjU1MjE3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b4cef30b27d6f72d,"MoMA, Floor 1, 1 South"
185436,"Album cover for The Rolling Stones, Exile on Main St.","8324, 42463, 1973, 46785",1972,Lithograph,"12 x 12" (30.5 x 30.5 cm)",Design,"Architecture & Design",2014-10-06,https://www.moma.org/collection/works/185436,https://www.moma.org/media/W1siZiIsIjMwNTUwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=86822a928c472f15,"MoMA, Floor 3, 3 South"
185452,"Radio (model AD-65)",46451,1932,"Bakelite, stainless steel, and woven cloth","15 15/16 x 15 9/16 x 8 1/4" (40.5 x 39.5 x 21 cm)",Design,"Architecture & Design",2014-10-06,https://www.moma.org/collection/works/185452,https://www.moma.org/media/W1siZiIsIjQwMjg4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=74c999337826f75b,"MoMA, Floor 5, 519"
185657,"Sheer Curtains",7520,1991,"Oil on canvas","34 5/8 x 31 1/8" (88 x 79 cm)",Painting,"Painting & Sculpture",2014-09-29,https://www.moma.org/collection/works/185657,https://www.moma.org/media/W1siZiIsIjMwMzI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ed915fb777b15308,"MoMA, Floor 2, 206"
185950,"Bibliography 1, 1976 reprinted from Photography and Language, Camerawork Press",7954,1978,"Gelatin silver print","23 1/2 × 20" (59.7 × 50.8 cm)",Photograph,Photography,2014-10-09,https://www.moma.org/collection/works/185950,https://www.moma.org/media/W1siZiIsIjMxNjk1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2081347cb606385b,"MoMA, Floor 4, 419"
186570,"splash bombs I",29857,2002,"Acrylic and pencil on canvas","110 1/4 x 157 5/8" (280 x 400.4 cm)",Painting,"Painting & Sculpture",2014-12-15,https://www.moma.org/collection/works/186570,https://www.moma.org/media/W1siZiIsIjUxNDUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1568a21c03c62a9b,"MoMA, Floor 1, Art Lab"
188330,"Käthe Kollwitz",1744,1925,"Gelatin silver print","11 15/16 × 9 7/16" (30.3 × 24 cm)",Photograph,Photography,2015-01-29,https://www.moma.org/collection/works/188330,https://www.moma.org/media/W1siZiIsIjMxNDY0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e8e9d83291a4b972,"MoMA, Floor 5, 514"
188788,"Memory: Record/Erase",32825,1996,"Standard-definition video (color, sound)","10:27 min.",Video,"Media and Performance",2015-03-30,https://www.moma.org/collection/works/188788,https://www.moma.org/media/W1siZiIsIjQ0NTQwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=aca0bd21b5dc7966,"MoMA, Floor 2, 205"
190112,Add,47458,1965,"Oil on canvas","59 13/16 x 59 13/16" (152 x 152 cm)",Painting,"Painting & Sculpture",2016-01-20,https://www.moma.org/collection/works/190112,https://www.moma.org/media/W1siZiIsIjM0MDU5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b2802b200ea779a4,"MoMA, Floor 4, 404"
190933,"Jackie Winsor: Work in Progress: Part I, II, III","6402, 35406",1975–1978,"Video (color, sound)","56 min.",Video,Film,2015-02-17,https://www.moma.org/collection/works/190933,https://www.moma.org/media/W1siZiIsIjMxNzQ4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=20dbcd77418498fd,"MoMA, Floor 3, 3 East"
192291,Untitled,23421,"c. 1968","Felt-tip pen and colored pencil on paper","8 x 10" (20.3 x 25.4 cm)",Drawing,"Drawings & Prints",2015-06-03,https://www.moma.org/collection/works/192291,https://www.moma.org/media/W1siZiIsIjMzNDgwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=90d0b4c7c5ce08fd,"MoMA, Floor 3, 3 East"
192892,"Endless House Project (Preliminary perspective, 1947)",3091,1947–1960,"Ink on paper","11 7/8 x 18" (30.2 x 45.7 cm)",Architecture,"Architecture & Design",2015-06-04,https://www.moma.org/collection/works/192892,https://www.moma.org/media/W1siZiIsIjU2Mzg4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=638e8ec61cd38f6b,"MoMA, Floor 4, 417"
193590,Equal,5349,2015,"Forged weatherproof steel, 8 blocks","Each block 60 x 66 x 72" (152.4 x 167.6 x 182.9 cm)",Sculpture,"Painting & Sculpture",2015-06-01,https://www.moma.org/collection/works/193590,https://www.moma.org/media/W1siZiIsIjMyMzA5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=10be26a780edba1b,"MoMA, Floor 2, 210"
193811,"Wholesale Merchant and Wife",5145,1923,"Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193811,https://www.moma.org/media/W1siZiIsIjMyNDE2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e9e314e10bc94f67,"MoMA, Floor 5, 514"
193812,"Skilled Tradesman and his Wife",5145,1923,"Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193812,https://www.moma.org/media/W1siZiIsIjMyNDMxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d4237ad79ba60e54,"MoMA, Floor 5, 514"
193813,"Middle-class Couple",5145,1922,"Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193813,https://www.moma.org/media/W1siZiIsIjMyNDE5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=82bd36464dc20d10,"MoMA, Floor 5, 514"
193814,"The Innkeeper and his Wife",5145,1930,"Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193814,https://www.moma.org/media/W1siZiIsIjMyNDI5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0f252de7121303fb,"MoMA, Floor 5, 514"
193816,"Paper Manufacturer and Wife",5145,1932,"Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193816,https://www.moma.org/media/W1siZiIsIjMyNDI0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1819bc403429b5ea,"MoMA, Floor 5, 514"
193818,"Young Married Couple",5145,1930s,"Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193818,https://www.moma.org/media/W1siZiIsIjMyNDI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ed06cb265ff10a8c,"MoMA, Floor 5, 514"
193819,"The Painter Ludwig E. Ronig and his Wife Anna",5145,"c. 1926","Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193819,https://www.moma.org/media/W1siZiIsIjMyNDI1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=87f2c248df7cfc84,"MoMA, Floor 5, 514"
193820,"The Architect Hans Heinz Lüttgen and his Wife Dora",5145,1926,"Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193820,https://www.moma.org/media/W1siZiIsIjMyNDI5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=458cf4d36bdadda0,"MoMA, Floor 5, 514"
193821,"The Painter Otto Dix and his Wife Martha",5145,1925-26,"Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193821,https://www.moma.org/media/W1siZiIsIjMyNDI5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9eac735fdb5033db,"MoMA, Floor 5, 514"
193822,"The Painter Heinrich Hoerle and his Wife Tata",5145,"c. 1925","Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193822,https://www.moma.org/media/W1siZiIsIjMyNDIzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=98fac09c4a84cbb4,"MoMA, Floor 5, 514"
193823,"The Painter Anton Räderscheidt and his Wife Marta Hegemann",5145,"c. 1925","Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193823,https://www.moma.org/media/W1siZiIsIjMyNDMyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d2d5e2b3db97b15b,"MoMA, Floor 5, 514"
193824,"The Dadaist Raoul Hausmann [with Hedwig Mankiewitz and Vera Broïdo]",5145,1929,"Gelatin silver print","10 3/16 × 7 3/8" (25.8 × 18.7 cm)",Photograph,Photography,2015-05-28,https://www.moma.org/collection/works/193824,https://www.moma.org/media/W1siZiIsIjMyNDIzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7b029be7579e61a6,"MoMA, Floor 5, 514"
195435,Chicago,2834,1950,"Gelatin silver print","Approx. 9 3/4 × 7 3/4" (24.8 × 19.7 cm) (.1-.4),  9 1/2 × 4" (24.1 × 10.2 cm) (.5-.8)",Photograph,Photography,2016-05-19,https://www.moma.org/collection/works/195435,https://www.moma.org/media/W1siZiIsIjMzMTIxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8f8770da483d0a53,"MoMA, Floor 4, 409"
196027,"Extendable Table from E-1027",2313,c.1930,"Cork, nickel-plated tubular steel, and painted wood","28 3/4 × 46 1/2 × 24 3/4" (73 × 118.1 × 62.9 cm)",Design,"Architecture & Design",2015-10-19,https://www.moma.org/collection/works/196027,https://www.moma.org/media/W1siZiIsIjMzNjU2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=deef8b413f5c540f,"MoMA, Floor 5, 513"
196070,Emoji,48624,1998-1999,"Digital image","Dimensions variable",Design,"Architecture & Design",2016-10-17,https://www.moma.org/collection/works/196070,https://www.moma.org/media/W1siZiIsIjM4MTk4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9b50a60deffed722,"MoMA, Floor 1"
196478,"Tehachapi II",30935,1979,"Acrylic on canvas, two panels","48 × 72 × 2 1/2" (121.9 × 182.9 × 6.4 cm)",Painting,"Painting & Sculpture",2015-10-05,https://www.moma.org/collection/works/196478,https://www.moma.org/media/W1siZiIsIjMzMTY3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b6ae6d80f23fffa6,"MoMA, Floor 2"
196642,"Pleasures and Terrors of Levitation 92",5456,1956,"Gelatin silver print","10 15/16 × 10 3/8" (27.8 × 26.3 cm)",Photograph,Photography,2016-05-19,https://www.moma.org/collection/works/196642,https://www.moma.org/media/W1siZiIsIjMzMjI5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8cc14fcb042a844e,"MoMA, Floor 4, 409"
196975,"The Dove",412,1964,"Gelatin silver print, printed 1971","50 1/2 × 70 1/2" (128.3 × 179.1 cm)",Photograph,Photography,2015-10-15,https://www.moma.org/collection/works/196975,https://www.moma.org/media/W1siZiIsIjM5NTQ1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ae73832102407c02,"MoMA, Floor 4, 416"
199096,"Chair for the Villa Tempe a Pailla",2313,c.1935,"Nickel-plated tubular steel and leather","28 3/4 × 21 3/4 × 16 1/2" (73 × 55.2 × 41.9 cm)",Design,"Architecture & Design",2015-10-19,https://www.moma.org/collection/works/199096,https://www.moma.org/media/W1siZiIsIjMzNjU3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4e19b3dbb121f3ca,"MoMA, Floor 5, 513"
199915,"American People Series #20: Die",7066,1967,"Oil on canvas, two panels","72 × 144" (182.9 × 365.8 cm)",Painting,"Painting & Sculpture",2016-04-04,https://www.moma.org/collection/works/199915,https://www.moma.org/media/W1siZiIsIjQyNTEyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8118b5a2f8aecff3,"MoMA, Floor 4, 415"
199943,"Bob Love",3745,1979,"Gelatin silver print","14 × 14" (35.6 × 35.6 cm)",Photograph,Photography,2016-01-28,https://www.moma.org/collection/works/199943,https://www.moma.org/media/W1siZiIsIjM0NTI1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ccec625d8a86d0d4,"MoMA, Floor 5, 510"
199946,"Alistair Butler",3745,1980,"Gelatin silver print, printed 2011","13 3/4 × 13 3/4" (35 × 35 cm)",Photograph,Photography,2016-01-28,https://www.moma.org/collection/works/199946,https://www.moma.org/media/W1siZiIsIjM1MzgwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b29bee4335af0f6f,"MoMA, Floor 5, 510"
199950,Ajitto,3745,1981,"Gelatin silver print","17 11/16 × 14" (45 × 35.6 cm)",Photograph,Photography,2016-01-28,https://www.moma.org/collection/works/199950,https://www.moma.org/media/W1siZiIsIjM0NTI1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=12efdd5c34a6f522,"MoMA, Floor 5, 510"
199984,"The Moon",49158,1928,"Oil on canvas","43 5/16 × 43 5/16" (110 × 110 cm)",Painting,"Painting & Sculpture",2019-02-11,https://www.moma.org/collection/works/199984,https://www.moma.org/media/W1siZiIsIjQ1MDQyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1e8139def977d204,"MoMA, Floor 5, 509"
203380,Mabou,1973,1977,"Gelatin silver prints","19 1/2 × 31 1/4" (49.5 × 79.4 cm)",Photograph,Photography,2016-05-19,https://www.moma.org/collection/works/203380,https://www.moma.org/media/W1siZiIsIjM0NjE1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=db3eaa48ee531247,"MoMA, Floor 3, 3 South"
203419,"Red / Red (Untitled) Diptych 1",49614,2015,"Armenian cochineal ink and Turkish red on two sheets of painted paper","Each: 39 × 27 3/8" (99.1 × 69.5 cm)",Drawing,"Drawings & Prints",2016-06-08,https://www.moma.org/collection/works/203419,https://www.moma.org/media/W1siZiIsIjM3OTM4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=528f65f497a84267,"MoMA, Floor 2, 215"
203420,"Red / Red (Untitled) Diptych 2",49614,2015,"Armenian cochineal ink and Turkish red on two sheets of painted paper","Each: 39 × 27 3/8" (99.1 × 69.5 cm)",Drawing,"Drawings & Prints",2016-06-08,https://www.moma.org/collection/works/203420,https://www.moma.org/media/W1siZiIsIjM3OTM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fa9286328e3a6216,"MoMA, Floor 2, 215"
204109,"Why Pictures Now",7928,1981,"Gelatin silver print","3 × 6" (7.6 × 15.2 cm)",Photograph,Photography,2016-05-19,https://www.moma.org/collection/works/204109,https://www.moma.org/media/W1siZiIsIjM3MTQxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ddc41d3df7baa187,"MoMA, Floor 4, 419"
204434,"Big (adjusted to fit)",7928,2002/2003/2016,"Adhesive wall material","Dimensions variable, constrained to match aspect ratio of wall",Photograph,Photography,2016-05-19,https://www.moma.org/collection/works/204434,https://www.moma.org/media/W1siZiIsIjM0NzQ2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a15ef0b3d6961bc9,"MoMA, Floor 1"
